"Domain"	"Status"	"Study.Name"	"Genome.Name.Sample.Name"	"Sequencing.Center"	"IMG.Genome.ID."	"Phylum"	"Genus"	"Species"	"NCBI.Taxon.ID"	"RefSeq.Project.ID"	"NCBI.Project.ID"	"Genome.Completeness.."	"Culture.Type"	"Cultured"	"Depth"	"Ecosystem"	"Ecosystem.Category"	"Ecosystem.Subtype"	"Ecosystem.Type"	"Ecotype"	"Habitat"	"Isolation"	"Metabolism"	"Motility"	"Oxygen.Requirement"	"Phenotype"	"Salinity"	"Specific.Ecosystem"	"Sporulation"	"Temperature.Range"	"Genome.Size.....assembled"	"Gene.Count.....assembled"	"GC.....assembled"	"CDS.......assembled"	"rRNA.Count.....assembled"	"tRNA.Count.....assembled"	"Pseudo.Genes..."	"Horizontally.Transferred.."
"GCF_000025905.1_ASM2590v1"	"Bacteria"	"Finished"	"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)"	"Coraliomargarita akajimensis DSM 45221"	"DOE Joint Genome Institute (JGI)"	646564524	"Verrucomicrobia"	"Coraliomargarita"	"Coraliomargarita akajimensis"	583355	47079	33365	NA	"Isolate"	"Yes"	"3-5 meters"	"Environmental"	"Aquatic"	"Unclassified"	"Marine"	""	"Aquatic, Marine, Sea water"	"Seawater surrounding the hard coral x Galaxea fascicularis; Majanohama, Akajima, Japan"	""	"Nonmotile"	"Obligate aerobe"	""	""	"Unclassified"	"Nonsporulating"	"Mesophile"	3750771	3191	0.54	98.28	6	46	0.5	48.29
"GCF_000019965.1_ASM1996v1"	"Bacteria"	"Finished"	"Verrucomicrobia, 5 species Proposal # 0087-060710"	"Opitutus terrae PB90-1"	"DOE Joint Genome Institute (JGI)"	641522643	"Verrucomicrobia"	"Opitutus"	"Opitutus terrae"	452637	58965	19989	NA	"Isolate"	"Yes"	""	"Environmental"	"Terrestrial"	"Unclassified"	"Soil"	""	"Soil"	"Rice paddy soil"	""	"Motile"	"Obligate anaerobe"	""	""	"Agricultural land"	"Nonsporulating"	"Mesophile"	5957605	4701	0.65	98.53	4	65	0.55	48.78
"GCA_000242935.3_ASM24293v3"	"Bacteria"	"Finished"	"Expanding genomic and functional variation within a phylogenetic gradient of Verrucomicrobia for lignocellulose degradation."	"Opitutaceae sp. TAV5"	"DOE Joint Genome Institute (JGI)"	2510065049	"Verrucomicrobia"	"unclassified"	"Opitutaceae bacterium TAV5"	794903	81839	63271	NA	"Isolate"	"Yes"	""	""	""	""	""	""	""	""	""	""	"Facultative"	""	""	""	""	"Mesophile"	7417673	6096	0.63	99.13	3	48	1.53	7.6
"GCF_000019665.1_ASM1966v1"	"Bacteria"	"Finished"	"Methylacidiphilum infernorum V4"	"Methylacidiphilum infernorum V4"	"University of Hawaii"	642555138	"Verrucomicrobia"	"Methylacidiphilum"	"Methylacidiphilum infernorum"	481448	59161	28995	NA	"Isolate"	"Yes"	""	"Environmental"	"Terrestrial"	"Unclassified"	"Soil"	""	"Hot spring"	"Hell's Gate geothermal area in New Zealand"	""	""	"Aerobe"	"Acidophile"	""	"Unclassified"	""	"Thermophile"	2287145	2521	0.45	98.06	3	46	0	37.68
"GCF_000020225.1_ASM2022v1"	"Bacteria"	"Finished"	"Akkermansia muciniphila"	"Akkermansia muciniphila ATCC BAA-835"	"DOE Joint Genome Institute (JGI)"	642555104	"Verrucomicrobia"	"Akkermansia"	"Akkermansia muciniphila"	349741	58985	20089	NA	"Isolate"	"Yes"	""	"Host-associated"	"Human"	"Large intestine"	"Digestive system"	""	"Feces, Gastrointestinal tract, Host, Intestinal tract"	"Human feces"	""	"Nonmotile"	"Anaerobe"	""	""	"Fecal"	"Nonsporulating"	"Mesophile"	2664102	2238	0.56	97.23	9	53	1.7	48.48
"GCF_000143725.1_ASM14372v1"	"Bacteria"	"Finished"	"Brachyspira pilosicoli 95/1000"	"Brachyspira pilosicoli 95/1000"	"Murdoch University"	648028009	"Spirochaetes"	"Brachyspira"	"Brachyspira pilosicoli"	759914	50609	48097	NA	"Isolate"	"Yes"	""	"Host-associated"	"Animal"	"Fecal"	"Digestive system"	""	"Feces, Gastrointestinal tract, Host"	"diarrheic feces of animal with intestinal spirochetosis"	""	""	"Anaerobe"	""	""	"Unclassified"	""	"Mesophile"	2586443	2335	0.28	98.46	3	33	0	5.22
"GCF_000092845.1_ASM9284v1"	"Bacteria"	"Finished"	"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)"	"Brachyspira murdochii 56-150, DSM 12563"	"DOE Joint Genome Institute (JGI)"	646564514	"Spirochaetes"	"Brachyspira"	"Brachyspira murdochii"	526224	48819	29543	NA	"Isolate"	"Yes"	""	"Host-associated"	"Animal"	"Unclassified"	"Digestive system"	""	"Host, Pig"	"intestinal contents of healthy swine"	""	"Motile"	"Anaerobe"	""	""	"Unclassified"	"Nonsporulating"	"Mesophile"	3241804	2893	0.28	98.62	3	34	1.52	1.14
"GCF_000022105.1_ASM2210v1"	"Bacteria"	"Finished"	"Brachyspira hyodysenteriae WA1, ATCC 49526"	"Brachyspira hyodysenteriae sv. B WA1"	"Murdoch University"	643692010	"Spirochaetes"	"Brachyspira"	"Brachyspira hyodysenteriae"	565034	59291	31263	NA	"Isolate"	"Yes"	""	"Host-associated"	"Mammals"	"Unclassified"	"Unclassified"	""	"Host"	"Pig with swine dysentery in Western Australia"	""	"Motile"	"Anaerobe"	"Pathogen"	""	"Unclassified"	"Nonsporulating"	"Mesophile"	3036634	2679	0.27	98.62	3	34	0	6.05
"GCF_000223215.1_ASM22321v1"	"Bacteria"	"Finished"	"Brachyspira intermedia PWS/A"	"Brachyspira intermedia PWS/A"	"National Veterinary Institute (SVA), Sweden"	2511231202	"Spirochaetes"	"Brachyspira"	"Brachyspira intermedia"	1045858	158369	68051	NA	"Isolate"	"Yes"	""	"Host-associated"	"Mammals"	"Unclassified"	"Unclassified"	""	"Host, Pig, Pig gastrointestinal tract"	"weaned pigs with diarrhea, England"	""	""	"Anaerobe"	""	""	"Unclassified"	""	"Mesophile"	3308048	2926	0.27	98.77	3	33	0.62	1.81
"GCF_000019685.1_ASM1968v1"	"Bacteria"	"Finished"	"Borrelia duttonii Ly"	"Borrelia duttonii Ly"	"Marseille-Nice Genopole"	643348518	"Spirochaetes"	"Borrelia"	"Borrelia duttonii"	412419	58791	18231	NA	"Isolate"	"Yes"	""	"Host-associated"	"Human"	"Unclassified"	"Unclassified"	""	"Host"	"2-year-old girl with tick-borne relapsing fever in Tanzania"	""	"Motile"	"Aerobe"	"Pathogen"	""	"Unclassified"	"Nonsporulating"	"Mesophile"	1574881	1340	0.28	97.39	3	32	0	0.37
"GCF_000012085.1_ASM1208v1"	"Bacteria"	"Finished"	"Borrelia turicatae 91E135"	"Borrelia turicatae 91E135"	"National Institute of Allergy and Infectious Diseases"	642555109	"Spirochaetes"	"Borrelia"	"Borrelia turicatae"	314724	58311	13597	NA	"Isolate"	"Yes"	""	"Host-associated"	"Insecta"	"Unclassified"	"Unclassified"	""	"Host"	"Soft tick Ornithodoros turicatae in USA"	""	"Motile"	"Aerobe"	"Pathogen"	""	"Unclassified"	"Nonsporulating"	"Mesophile"	917330	853	0.29	95.9	3	32	0	0.23
"GCF_000165595.2_ASM16559v2"	"Bacteria"	"Finished"	"Whole-Genome Sequences of Two Borrelia afzelii and Two Borrelia garinii Lyme Disease Agent Isolates"	"Borrelia afzelii PKo"	"University of Maryland School of Medicine"	2511231150	"Spirochaetes"	"Borrelia"	"Borrelia afzelii"	390236	159867	68149	NA	"Isolate"	"Yes"	""	"Host-associated"	"Human"	"Unclassified"	"Skin"	""	"Host"	"Skin lesion from a Lyme disease patient in Europe in 1993"	""	"Motile"	"Aerobe"	"Pathogen"	""	"Unclassified"	"Nonsporulating"	"Mesophile"	1404288	1495	0.28	97.46	5	33	0.13	0.2
"GCF_000222305.1_ASM22230v1"	"Bacteria"	"Finished"	"Borrelia burgdorferi DN127"	"Borrelia bissettii DN127"	"University of Maryland School of Medicine"	2511231103	"Spirochaetes"	"Borrelia"	"Borrelia bissettii"	521010	71231	29363	NA	"Isolate"	"Yes"	""	"Host-associated"	"Insecta"	"Unclassified"	"Unclassified"	""	"Host, Human skin"	"western blackleg tick, Ixodes pacificus, in California"	""	"Motile"	"Microaerophilic"	"Pathogen"	""	"Unclassified"	"Nonsporulating"	"Mesophile"	1403443	1519	0.28	97.5	5	33	1.18	0.2
"GCF_000196215.1_ASM19621v1"	"Bacteria"	"Finished"	"Borrelia garinii PBi"	"Borrelia garinii sv. 4 PBi"	"Leibniz Institute"	643692009	"Spirochaetes"	"Borrelia"	"Borrelia garinii"	290434	58125	12554	NA	"Isolate"	"Yes"	""	"Host-associated"	"Human"	"Cerebrospinal fluid"	"Nervous system"	""	"Host"	"Cerebrospinal fluid of a patient with neuroborreliosis in Germany"	""	"Motile"	"Aerobe"	"Pathogen"	""	"Unclassified"	""	"Mesophile"	1230533	1311	0.28	96.87	5	31	0	0.46
"GCA_000166655.2_ASM16665v1"	"Bacteria"	"Finished"	"Whole-genome sequences of thirteen isolates of Borrelia burgdorferi"	"Borrelia burgdorferi JD1"	"J. Craig Venter Institute (JCVI)"	650377913	"Spirochaetes"	"Borrelia"	"Borrelia burgdorferi"	521008	161197	29359	NA	"Isolate"	"Yes"	""	"Host-associated"	"Insecta"	"Unclassified"	"Unclassified"	""	"Host"	"Nymphal deer tick, Ixodes scapularis, in Ipswich, Massachusetts"	""	"Motile"	"Microaerophilic"	"Pathogen"	""	"Unclassified"	""	"Mesophile"	1531091	1496	0.28	97.46	5	33	0.07	0.07
"GCF_000147075.1_ASM14707v1"	"Bacteria"	"Finished"	"Spirochaeta thermophila DSM 6192"	"Spirochaeta thermophila DSM 6192"	"University of Gottingen"	648028053	"Spirochaetes"	"Spirochaeta"	"Spirochaeta thermophila"	665571	53037	39877	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Unclassified"	"Thermal springs"	""	"Aquatic, Hot spring, Marine"	"Brackish hot spring on Raoul Island, New Zealand"	"Utilize carbohydrates"	"Motile"	"Anaerobe"	""	""	"Unclassified"	""	"Hyperthermophile"	2472645	2255	0.62	97.69	6	46	0	2.26
"GCA_000184345.2_ASM18434v2"	"Bacteria"	"Finished"	"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)"	"Spirochaeta thermophila Z-1203, DSM 6578"	"DOE Joint Genome Institute (JGI)"	2506381022	"Spirochaetes"	"Spirochaeta"	"Spirochaeta thermophila"	869211	162041	50823	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Unclassified"	"Thermal springs"	""	"Aquatic, Hot spring, Marine"	"Marine hot spring; USSR, Shiashkoten island"	"Cellulose degrader, Utilize carbohydrates, Xylan degrader"	"Motile"	"Anaerobe"	""	""	"Unclassified"	""	"Hyperthermophile"	2560222	2350	0.61	97.7	6	46	1.36	4.47
"GCA_000242595.3_ASM24259v3"	"Bacteria"	"Finished"	"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)"	"Spirochaeta africana Z-7692, DSM 8902"	"DOE Joint Genome Institute (JGI)"	2509276057	"Spirochaetes"	"Spirochaeta"	"Spirochaeta africana"	889378	81779	52939	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Unclassified"	"Non-marine Saline and Alkaline"	""	"Aquatic, Soda lakes"	"Bacterial bloom in the brine under trona from alkaline equatorial Lake Magadi in Kenya"	"Saccharolytic, Utilize carbohydrates"	"Motile"	"Anaerobe"	"Orange-colored"	"Halophile"	"Unclassified"	"Nonsporulating"	"Mesophile"	3285855	2874	0.58	98.02	9	46	1.22	26.58
"GCF_000214355.1_ASM21435v1"	"Bacteria"	"Finished"	"Genomics of Treponema primitia and T. Azotonutricium: H2 Metabolizing, N2 Fixing Termite Gut Symbionts"	"Treponema azotonutricium ZAS-9"	"J. Craig Venter Institute (JCVI)"	650716099	"Spirochaetes"	"Treponema"	"Treponema azotonutricium"	545695	67365	30191	NA	"Isolate"	"Yes"	""	"Host-associated"	"Insecta"	"Unclassified"	"Digestive system"	""	"Host, Termite gut"	"hindgut of the Pacific dampwood termite Zootermopsis angusticollis"	"Acetogen, Dinitrogen-fixing, Hydrogen metabolizer"	"Motile"	"Anaerobe"	""	""	"Unclassified"	"Nonsporulating"	"Mesophile"	3855671	3529	0.5	98.44	6	47	0	21.03
"GCF_000214375.1_ASM21437v1"	"Bacteria"	"Finished"	"Genomics of Treponema primitia and T. Azotonutricium: H2 Metabolizing, N2 Fixing Termite Gut Symbionts"	"Treponema primitia ZAS-2"	"J. Craig Venter Institute (JCVI)"	650716102	"Spirochaetes"	"Treponema"	"Treponema primitia"	545694	67367	30189	NA	"Isolate"	"Yes"	""	"Host-associated"	"Insecta"	"Unclassified"	"Digestive system"	""	"Host, Termite gut"	"hindgut of the Pacific dampwood termite Zootermopsis angusticollis"	"Acetogen, Dinitrogen-fixing, Hydrogen metabolizer"	"Motile"	"Anaerobe"	"Symbiotic"	""	"Unclassified"	"Nonsporulating"	"Mesophile"	4059867	3579	0.51	98.41	6	50	0	23.81
"GCF_000212415.1_ASM21241v1"	"Bacteria"	"Finished"	"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)"	"Treponema brennaborense DD5/3, DSM 12168"	"DOE Joint Genome Institute (JGI)"	650716100	"Spirochaetes"	"Treponema"	"Treponema brennaborense"	906968	66607	53887	NA	"Isolate"	"Yes"	""	"Host-associated"	"Animal"	"Unclassified"	"Skin"	""	"Bovine, Host"	"Ulcerative lesion of a bovine foot infected with digital dermatitis"	""	"Motile"	"Anaerobe"	""	""	"Unclassified"	""	"Mesophile"	3055580	2648	0.51	97.7	12	47	2.11	17.9
"GCF_000195275.1_ASM19527v1"	"Bacteria"	"Finished"	"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)"	"Treponema succinifaciens 6091, DSM 2489"	"DOE Joint Genome Institute (JGI)"	2504557012	"Spirochaetes"	"Treponema"	"Treponema succinifaciens"	869209	65781	50825	NA	"Isolate"	"Yes"	""	"Host-associated"	"Animal"	"Unclassified"	"Digestive system"	""	"Host, Pig"	"colon of swine"	""	"Motile"	"Anaerobe"	""	""	"Unclassified"	""	"Mesophile"	2897425	2786	0.39	97.74	13	48	4.13	14.82
"GCF_000008185.1_ASM818v1"	"Bacteria"	"Finished"	"Treponema denticola ATCC 35405"	"Treponema denticola ATCC 35405"	"Baylor College of Medicine, J. Craig Venter Institute (JCVI)"	637000327	"Spirochaetes"	"Treponema"	"Treponema denticola"	243275	57583	4	NA	"Isolate"	"Yes"	""	"Host-associated"	"Human"	"Oral"	"Digestive system"	""	"Aquatic, Host, Hot spring, Human oral cavity"	"human periodontal pocket"	""	"Motile"	"Anaerobe"	"Pathogen"	""	"Unclassified"	"Nonsporulating"	"Mesophile"	2843201	2840	0.38	97.99	6	44	0.56	26.94
"GCF_000024485.1_ASM2448v1"	"Bacteria"	"Finished"	"Treponema pallidum pallidum Chicago"	"Treponema pallidum pallidum Chicago"	"Baylor College of Medicine"	646862348	"Spirochaetes"	"Treponema"	"Treponema pallidum"	666714	159543	39981	NA	"Isolate"	"Yes"	""	"Host-associated"	""	""	""	""	"Host"	""	""	"Motile"	"Anaerobe"	"Pathogen"	""	""	"Nonsporulating"	"Mesophile"	1139281	1035	0.53	94.88	6	45	0	0.19
"GCF_000246775.1_ASM24677v1"	"Bacteria"	"Finished"	"Whole genome sequences of three Treponema pallidum ssp. pertenue strains"	"Treponema pallidum pertenue CDC2"	"Baylor College of Medicine"	2511231217	"Spirochaetes"	"Treponema"	"Treponema pallidum"	491079	87051	30651	NA	"Isolate"	"Yes"	""	"Host-associated"	""	""	""	""	"Host"	""	""	"Motile"	"Anaerobe"	"Pathogen"	""	""	"Nonsporulating"	"Mesophile"	1139744	1124	0.53	95.28	6	45	0.27	0
"GCF_000208385.1_ASM20838v1"	"Bacteria"	"Finished"	"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)"	"Sphaerochaeta coccoides SPN1, DSM 17374"	"DOE Joint Genome Institute (JGI)"	2503904012	"Spirochaetes"	"Sphaerochaeta"	"Sphaerochaeta coccoides"	760011	66331	48121	NA	"Isolate"	"Yes"	""	"Host-associated"	"Insecta"	"Unclassified"	"Digestive system"	""	"Host, Insect"	"Hindgut of the termite Neotermes castaneus; Cuba"	"Cellobiose-degrading"	"Nonmotile"	"Anaerobe"	""	""	"Unclassified"	"Nonsporulating"	"Mesophile"	2227296	1924	0.51	96.99	9	47	2.29	22.09
"GCF_000190435.1_ASM19043v1"	"Bacteria"	"Finished"	"CSP_300147_796038"	"Sphaerochaeta globosa Buddy"	"DOE Joint Genome Institute (JGI)"	650377973	"Spirochaetes"	"Sphaerochaeta"	"Sphaerochaeta globosa"	158189	63633	47953	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Lotic"	"Freshwater"	""	"Aquatic, Fresh water, Sediment"	"black, anoxic river sediments downstream of an agricultural and residential area"	"Utilize carbohydrates"	"Nonmotile"	"Anaerobe"	""	""	"Sediment"	""	"Mesophile"	3316466	3121	0.49	97.95	14	47	1.28	19.83
"GCF_000236685.1_ASM23668v1"	"Bacteria"	"Finished"	"CSP_300147_796038"	"Sphaerochaeta pleomorpha Grapes"	"DOE Joint Genome Institute (JGI)"	2508501070	"Spirochaetes"	"Sphaerochaeta"	"Sphaerochaeta pleomorpha"	158190	82365	50049	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Lotic"	"Freshwater"	""	"Aquatic, Fresh water, Sediment"	"black, anoxic river sediments downstream of an agricultural and residential area"	"Utilize carbohydrates"	"Nonmotile"	"Anaerobe"	""	""	"Sediment"	""	"Mesophile"	3590853	3283	0.46	97.96	15	49	1.74	25.4
"GCF_000143985.1_ASM14398v1"	"Bacteria"	"Finished"	"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)"	"Spirochaeta smaragdinae SEBR 4228, DSM 11293"	"DOE Joint Genome Institute (JGI)"	648028052	"Spirochaetes"	"Spirochaeta"	"Spirochaeta smaragdinae"	573413	51369	32637	NA	"Isolate"	"Yes"	""	"Environmental"	"Terrestrial"	"Unclassified"	"Oil reservoir"	""	"Oil fields"	"Oil field of Congo, Africa"	"Utilize carbohydrates"	"Motile"	"Obligate anaerobe"	""	""	"Unclassified"	"Nonsporulating"	"Mesophile"	4653970	4363	0.49	98.69	6	48	1.99	9.92
"GCF_000266885.1_ASM26688v1"	"Bacteria"	"Finished"	"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)"	"Turneriella parva H, DSM 21527"	"DOE Joint Genome Institute (JGI)"	2506520013	"Spirochaetes"	"Turneriella"	"Turneriella parva"	869212	0	50821	NA	"Isolate"	"Yes"	""	"Engineered"	"Lab enrichment"	"Unclassified"	"Unclassified"	""	"Lab enrichment"	"contaminated culture medium"	""	"Motile"	"Aerobe"	""	""	"Unclassified"	"Nonsporulating"	"Mesophile"	4409302	4214	0.54	98.93	6	38	0.71	37.64
"GCF_000017685.1_ASM1768v1"	"Bacteria"	"Finished"	"Leptospira biflexa Patoc 1 (Paris)"	"Leptospira biflexa sv. Patoc Patoc 1 (Paris)"	"Institut Pasteur"	642555137	"Spirochaetes"	"Leptospira"	"Leptospira biflexa"	456481	58993	20133	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Unclassified"	"Freshwater"	""	"Aquatic, Fresh water, Host, Soil"	"Stream water, Italy"	""	"Motile"	"Aerobe"	"Saprophyte"	""	"Unclassified"	"Nonsporulating"	"Mesophile"	3951448	3770	0.39	98.83	6	35	0	1.56
"GCF_000007685.1_ASM768v1"	"Bacteria"	"Finished"	"Leptospira interrogans sv Copenhageni Fiocruz L1-130"	"Leptospira interrogans sv. Copenhageni Fiocruz L1-130"	"University of Sao Paulo, University of Campinas"	637000150	"Spirochaetes"	"Leptospira"	"Leptospira interrogans"	267671	58065	10687	NA	"Isolate"	"Yes"	""	"Host-associated"	"Human"	"Unclassified"	"Unclassified"	""	"Fresh water, Host, Soil"	"Patient with severe leptospirosis during an epidemic in 1996"	""	"Motile"	"Aerobe"	"Pathogen"	""	"Unclassified"	"Nonsporulating"	"Mesophile"	4627366	3707	0.35	98.71	5	37	0.03	2.16
"GCF_000231175.1_ASM23117v1"	"Bacteria"	"Finished"	"Leptospira interrogans sv LAI, IPAV"	"Leptospira interrogans sv. LAI IPAV"	"Shanghai Jiao Tong University"	2511231167	"Spirochaetes"	"Leptospira"	"Leptospira interrogans"	573825	161957	32553	NA	"Isolate"	"Yes"	""	""	""	""	""	""	"Fresh water, Host, Soil"	""	""	"Motile"	"Aerobe"	"Pathogen"	""	""	"Nonsporulating"	"Mesophile"	4708530	3762	0.35	98.88	5	37	0.16	0.05
"GCF_000013945.1_ASM1394v1"	"Bacteria"	"Finished"	"Leptospira borgpetersenii sv Hardjo-bovis L550"	"Leptospira borgpetersenii sv. Hardjo-bovis L550"	"Monash University, Australian Genome Research Facility, U.S. Department of Agriculture, Agricultural Research Service, National Animal Disease Center, Victorian Bioinformatics Consortium"	639633033	"Spirochaetes"	"Leptospira"	"Leptospira borgpetersenii"	355276	58507	16146	NA	"Isolate"	"Yes"	""	"Host-associated"	"Human"	"Unclassified"	"Unclassified"	""	"Fresh water, Host, Soil"	"Human patient with leptospirosis, Australia"	""	"Motile"	"Aerobe"	"Pathogen"	""	"Unclassified"	"Nonsporulating"	"Mesophile"	3931782	3227	0.4	98.54	5	37	7.28	0.12
"GCF_000024665.1_ASM2466v1"	"Bacteria"	"Finished"	"Novel Microbial Enzymes"	"Fibrobacter succinogenes S85"	"DOE Joint Genome Institute (JGI)"	646311927	"Fibrobacteres"	"Fibrobacter"	"Fibrobacter succinogenes"	59374	41169	32617	NA	"Isolate"	"Yes"	""	"Host-associated"	"Mammals"	"Foregut"	"Digestive system"	""	"Host"	"ruman"	"Cellulose degrader"	"Nonmotile"	"Anaerobe"	""	""	"Rumen"	"Nonsporulating"	"Mesophile"	3842635	3188	0.48	97.84	9	58	1.07	8.09
"GCF_000010305.1_ASM1030v1"	"Bacteria"	"Finished"	"Gemmatimonas aurantiaca T-27T"	"Gemmatimonas aurantiaca T-27T"	"National Institute of Technology and Evaluation"	643692024	"Gemmatimonadetes"	"Gemmatimonas"	"Gemmatimonas aurantiaca"	379066	58813	18501	NA	"Isolate"	"Yes"	""	"Engineered"	"Biotransformation"	"Unclassified"	"Unclassified"	""	""	"Anaerobic-aerobic sequential batch reactor under enhanced biological phosphorus removal conditions for wastewater treatment"	""	"Motile"	"Aerobe"	"EBPR"	""	"Unclassified"	"Nonsporulating"	"Mesophile"	4636964	3987	0.64	98.7	3	48	0	2.26
"GCF_000020525.1_ASM2052v1"	"Bacteria"	"Finished"	"Chlorobia, 8 species"	"Chloroherpeton thalassium ATCC 35110"	"Pennsylvania State University, DOE Joint Genome Institute (JGI)"	642555123	"Chlorobi"	"Chloroherpeton"	"Chloroherpeton thalassium"	517418	59187	29215	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Unclassified"	"Marine"	""	"Fresh water"	"North East coast of the USA"	""	"Motile"	"Facultative"	"Green sulfur"	""	"Unclassified"	""	"Mesophile"	3293456	2778	0.45	98.31	3	44	0.76	48.74
"GCF_000020625.1_ASM2062v1"	"Bacteria"	"Finished"	"Chlorobia, 8 species"	"Prosthecochloris aestuarii SK413, DSM 271"	"DOE Joint Genome Institute (JGI)"	642555149	"Chlorobi"	"Prosthecochloris"	"Prosthecochloris aestuarii"	290512	58151	12749	NA	"Isolate"	"Yes"	""	""	""	""	""	""	"Fresh water"	""	"Nitrogen fixation"	"Nonmotile"	""	"Green sulfur"	""	""	""	"Mesophile"	2579695	2451	0.5	98	3	46	3.06	9.34
"GCF_000020545.1_ASM2054v1"	"Bacteria"	"Finished"	"Chlorobia, 8 species"	"Chlorobium phaeobacteroides BS1"	"DOE Joint Genome Institute (JGI)"	642555122	"Chlorobi"	"Chlorobium"	"Chlorobium phaeobacteroides"	331678	58131	12608	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Unclassified"	"Marine"	""	"Aquatic, Marine"	"From the chemocline of the Black Sea"	"Nitrogen fixation"	"Nonmotile"	"Facultative"	"Green sulfur"	""	"Unclassified"	"Nonsporulating"	"Mesophile"	2736403	2611	0.49	98.01	6	46	3.45	12.91
"GCF_000006985.1_ASM698v1"	"Bacteria"	"Finished"	"Chlorobium tepidum TLS"	"Chlorobium tepidum TLS"	"J. Craig Venter Institute (JCVI)"	637000073	"Chlorobi"	"Chlorobium"	"Chlorobium tepidum"	194439	57897	302	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Unclassified"	"Thermal springs"	""	"Aquatic, Fresh water, Hot spring"	"New Zealand high-sulfide hot spring"	"Nitrogen fixation"	"Nonmotile"	"Obligate anaerobe"	"Green sulfur"	""	"Unclassified"	"Nonsporulating"	"Thermophile"	2154946	2317	0.57	97.19	6	50	0	8.33
"GCF_000020505.1_ASM2050v1"	"Bacteria"	"Finished"	"Chlorobia, 8 species"	"Chlorobaculum parvum DSM 263"	"DOE Joint Genome Institute (JGI)"	642555120	"Chlorobi"	"Chlorobaculum"	"Chlorobaculum parvum"	517417	59185	29213	NA	"Isolate"	"Yes"	""	"Engineered"	"Wastewater"	"Unclassified"	"Unclassified"	""	"Aquatic, Brackish water, Wastewater"	"sewage"	""	"Nonmotile"	"Facultative"	""	""	"Unclassified"	""	"Mesophile"	2289249	2133	0.56	97.42	6	49	1.64	8.02
"GCF_000020465.1_ASM2046v1"	"Bacteria"	"Finished"	"Chlorobia, 8 species"	"Chlorobium limicola DSM 245"	"DOE Joint Genome Institute (JGI)"	642555121	"Chlorobi"	"Chlorobium"	"Chlorobium limicola"	290315	58127	12606	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Unclassified"	"Thermal springs"	""	"Aquatic, Fresh water, Hot spring"	"Gilroy Hot spring"	""	"Nonmotile"	"Anaerobe"	"Green sulfur"	""	"Unclassified"	"Nonsporulating"	"Mesophile"	2763181	2576	0.51	97.9	6	48	3.42	8.19
"GCF_000015125.1_ASM1512v1"	"Bacteria"	"Finished"	"Chlorobia, 8 species"	"Chlorobium phaeobacteroides DSM 266"	"DOE Joint Genome Institute (JGI)"	639633020	"Chlorobi"	"Chlorobium"	"Chlorobium phaeobacteroides"	290317	58133	12609	NA	"Isolate"	"Yes"	"19.5 meters"	"Environmental"	"Aquatic"	"Lentic"	"Freshwater"	""	"Aquatic, Fresh water"	"Anoxic sulfide containing water 19.5 m below surface of meromictic Lake Blankvann in Norway"	"Nitrogen fixation"	"Nonmotile"	"Facultative"	"Green sulfur, Non-Pathogen"	""	"Unclassified"	"Nonsporulating"	"Mesophile"	3133902	2805	0.48	97.79	6	47	3.32	10.91
"GCF_000016085.1_ASM1608v1"	"Bacteria"	"Finished"	"Chlorobia, 8 species"	"Chlorobium phaeovibrioides DSM 265"	"DOE Joint Genome Institute (JGI)"	640427130	"Chlorobi"	"Chlorobium"	"Chlorobium phaeovibrioides"	290318	58129	12607	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Intertidal zone"	"Marine"	""	"Fresh water"	"saline intertidal flat"	"Nitrogen fixation"	"Nonmotile"	"Facultative"	"Green sulfur"	""	"Unclassified"	"Nonsporulating"	"Mesophile"	1966858	1831	0.53	96.83	3	45	1.09	3.99
