"Tyr" "His" "Phe" "Asn" "Gln" "Lys" "Glu" "Asp" "Cys" "Ser2" "Ile" "S_avg"
"GCF_000013885.1_ASM1388v1" 0.2383 0.2263 0.8438 0.4542 1.0712 0.9903 0.0396 0.1859 0.1389 0.5772 0.0617 0.3462
"GCF_000012725.1_ASM1272v1" 0.1559 0.0662 0.5438 0.22 0.7488 0.9181 0.1119 0.1545 0.3503 -0.1357 -0.1029 0.1437
"GCF_000020445.1_ASM2044v1" 0.4554 0.6802 1.0579 0.7929 1.3057 1.1882 -0.0089 0.4397 2.0704 1.3517 -0.191 0.3921
"GCF_000177255.2_ASM17725v2" 0.6531 0.617 0.9388 0.6521 1.0533 0.9749 -0.0143 0.4147 1.1379 0.7943 -0.0726 0.4196
"GCF_000013685.1_ASM1368v1" 0.7555 0.3028 0.8481 0.3134 1.0802 1.161 -0.2092 0.3578 1.9832 1.1187 -0.0232 0.3432
"GCF_000013365.1_ASM1336v1" 0.4404 0.1154 1.013 0.3746 0.9753 0.868 -0.3192 0.3211 1.13 0.9291 -0.248 0.258
"GCF_000014825.1_ASM1482v1" 0.5919 0.4843 0.7366 0.5848 1.3082 1.1327 -0.2587 0.2475 2.0846 0.3922 0.1073 0.4163
"GCF_000013745.1_ASM1374v1" 0.3085 0.2597 0.7318 0.4791 1.0129 0.9422 -0.5141 0.1094 0.5314 0.4356 -0.1205 0.2591
"GCF_000015165.1_ASM1516v1" 0.6072 0.7668 0.9251 0.7662 1.9291 0.9238 -0.1283 0.4192 7e-04 0.5879 0.1578 0.519
"GCF_000026145.1_ASM2614v1" 0.6375 0.7085 0.4464 0.7896 0.8284 0.8476 -0.3167 0.4913 0.4111 0.4834 0.0083 0.3638
"GCF_000011365.1_ASM1136v1" 0.7397 0.9287 0.8745 0.8642 0.9305 1.1775 -0.3099 0.56 0.3709 1.0124 0.2652 0.5981
"GCF_000284375.1_ASM28437v1" 0.5358 0.8454 0.7444 0.8099 1.1653 1.1543 -0.3137 0.3543 0.6178 0.5709 0.4548 0.6108
